"chr","start","end","methodname"
"chr17",33775295,33776683,"mCSEA"
"chr10",25465219,25466027,"mCSEA"
"chr12",85673200,85674140,"mCSEA"
"chr1",9883889,9884732,"mCSEA"
"chr3",112930187,112967129,"mCSEA"
"chr3",123339417,123602795,"mCSEA"
"chr11",20690223,20691180,"mCSEA"
"chr10",124906421,124908083,"mCSEA"
"chr2",109746691,109747264,"mCSEA"
"chr17",7341191,7342894,"mCSEA"
"chr1",6302973,6304421,"mCSEA"
"chr16",85783537,85784062,"mCSEA"
"chr8",42234614,42234975,"mCSEA"
"chr2",119603969,119607192,"mCSEA"
"chr20",3218476,3218905,"mCSEA"
"chr17",46666926,46673002,"mCSEA"
"chr17",19648414,19649293,"mCSEA"
"chr7",143579665,143582630,"mCSEA"
"chr4",109087419,109093243,"mCSEA"
"chr12",52626427,52627272,"mCSEA"
"chr15",72668114,72669047,"mCSEA"
"chr3",10806022,10806370,"mCSEA"
"chr8",38315580,38326730,"mCSEA"
"chr14",21539712,21540329,"seqlm"
"chr5",179220545,179221090,"seqlm"
"chr3",134083080,134083286,"seqlm"
"chr5",126205009,126205081,"seqlm"
"chr12",104609476,104609797,"seqlm"
"chr20",44098387,44098724,"seqlm"
"chr4",779691,780336,"seqlm"
"chr2",121344551,121345149,"seqlm"
"chr7",157484045,157487066,"seqlm"
"chr16",3079423,3079953,"seqlm"
"chr10",45914276,45914645,"seqlm"
"chr15",93614758,93615146,"seqlm"
"chr7",157477846,157479272,"seqlm"
"chr5",180018503,180018564,"seqlm"
"chr17",27917879,27918338,"seqlm"
"chr7",127672458,127672658,"seqlm"
"chr5",154230141,154230438,"seqlm"
"chr7",157481091,157482215,"seqlm"
"chr7",92672812,92673176,"seqlm"
"chr8",145025059,145025178,"seqlm"
"chr2",85640762,85640943,"seqlm"
"chr11",3181446,3181928,"seqlm"
"chr1",113265410,113265753,"seqlm"
"chr19",58220080,58220837,"seqlm"
"chr18",24130851,24131604,"seqlm"
"chr19",46800085,46800338,"seqlm"
"chr1",46913787,46914033,"seqlm"
"chr10",123922863,123923081,"seqlm"
"chr15",89438731,89438964,"seqlm"
"chr3",25469872,25469991,"seqlm"
"chr11",58940964,58941415,"seqlm"
"chr9",124498633,124498961,"seqlm"
"chr12",89743788,89744621,"seqlm"
"chr1",53527412,53527576,"seqlm"
"chr8",96085385,96085689,"seqlm"
"chr17",17626790,17628656,"seqlm"
"chr2",123418722,123419093,"seqlm"
"chr12",65218841,65220294,"seqlm"
"chr1",40149381,40149650,"seqlm"
"chr7",143579665,143580147,"seqlm"
"chr22",17602561,17602681,"seqlm"
"chr11",67350976,67352041,"seqlm"
"chr11",68924746,68924956,"seqlm"
"chr5",78407678,78408347,"seqlm"
"chr6",29633622,29633971,"seqlm"
"chr15",40364524,40364862,"seqlm"
"chr7",21209165,21209509,"seqlm"
"chr11",125133120,125133609,"seqlm"
"chr19",41934170,41934313,"seqlm"
"chr11",57364841,57365088,"seqlm"
"chr1",156095914,156096301,"seqlm"
"chr15",90039582,90039913,"seqlm"
"chr16",67203753,67204807,"seqlm"
"chr1",200003267,200005219,"seqlm"
"chr17",8056950,8056985,"seqlm"
"chr5",149535646,149535695,"seqlm"
"chr5",7849836,7850438,"seqlm"
"chr12",8068600,8068706,"seqlm"
"chr13",24477610,24477933,"seqlm"
"chr20",37230326,37230484,"seqlm"
"chr11",65324768,65325249,"seqlm"
"chr5",151066484,151066730,"seqlm"
"chr11",59633874,59634276,"seqlm"
"chr1",79472282,79472452,"seqlm"
"chr5",140864474,140864834,"seqlm"
"chr10",75407634,75407991,"seqlm"
"chr2",87016129,87016436,"seqlm"
"chr12",52400907,52401523,"seqlm"
"chr22",28838019,28839667,"seqlm"
"chr1",169396706,169396909,"seqlm"
"chr4",16085077,16085716,"seqlm"
"chr1",38200920,38201123,"seqlm"
"chr10",100993553,100993597,"seqlm"
"chr12",54653065,54653427,"seqlm"
"chr12",110172208,110172346,"seqlm"
"chr7",157475692,157476575,"seqlm"
"chr10",95517498,95517562,"seqlm"
"chr1",6664103,6664268,"seqlm"
"chr14",22004993,22005368,"seqlm"
"chr7",150896413,150896489,"seqlm"
"chr7",149112142,149112402,"seqlm"
"chr2",233741639,233741920,"seqlm"
"chr3",114790243,114790596,"seqlm"
"chr1",24648696,24649398,"seqlm"
"chr15",74658244,74658573,"seqlm"
"chr8",68658237,68658943,"seqlm"
"chr17",38465281,38465510,"seqlm"
"chr9",27109111,27109492,"seqlm"
"chr10",123923099,123923518,"seqlm"
"chr17",40825798,40826212,"seqlm"
"chr1",50886920,50886969,"seqlm"
"chr15",89903506,89903704,"seqlm"
"chr20",44098223,44098358,"seqlm"
"chr19",51416010,51416517,"seqlm"
"chr2",56150255,56150478,"seqlm"
"chr3",122296505,122296778,"seqlm"
"chr2",241459502,241460002,"seqlm"
"chr15",91427184,91427363,"seqlm"
"chr7",96652123,96652894,"seqlm"
"chr20",45280276,45280359,"seqlm"
"chr2",54900910,54901055,"seqlm"
"chr7",150037988,150038898,"seqlm"
"chr2",159651559,159652019,"seqlm"
"chr6",32156071,32156527,"seqlm"
"chr5",1446165,1446443,"seqlm"
"chr17",59529316,59530104,"seqlm"
"chr20",45439769,45440346,"seqlm"
"chr17",19290353,19291120,"seqlm"
"chr2",149645372,149645798,"seqlm"
"chr11",47278977,47279586,"seqlm"
"chr1",32169274,32169868,"seqlm"
"chr9",136039474,136039706,"seqlm"
"chr5",38257516,38258028,"seqlm"
"chr1",32707303,32708485,"seqlm"
"chr12",124864594,124865130,"seqlm"
"chr22",31536476,31536585,"seqlm"
"chr20",44035850,44036136,"seqlm"
"chr2",189839015,189839474,"seqlm"
"chr22",39410068,39410292,"seqlm"
"chr10",45914688,45914949,"seqlm"
"chr1",62660421,62660624,"seqlm"
"chr5",131561058,131561363,"seqlm"
"chr10",101279697,101280523,"seqlm"
"chr3",72787955,72788309,"seqlm"
"chr2",198540518,198540621,"seqlm"
"chr13",20751345,20751710,"seqlm"
"chr6",30720080,30720491,"seqlm"
"chr14",24641070,24641201,"seqlm"
"chr16",57406257,57406955,"seqlm"
"chr22",45608345,45608713,"seqlm"
"chr2",96990762,96990861,"seqlm"
"chr5",78407509,78407564,"seqlm"
"chr7",157361396,157362094,"seqlm"
"chr7",39649224,39649443,"seqlm"
"chr7",29605808,29606349,"seqlm"
"chr7",100464771,100465833,"seqlm"
"chr11",123066252,123066693,"seqlm"
"chr17",43221220,43221575,"seqlm"
"chr5",134735613,134735654,"seqlm"
"chr11",57194120,57194562,"seqlm"
"chr16",23724428,23724774,"seqlm"
"chr7",150652808,150653195,"seqlm"
"chr19",35068555,35068710,"seqlm"
"chr1",16553327,16553456,"seqlm"
"chr17",79614917,79615552,"seqlm"
"chr19",34397439,34397682,"seqlm"
"chr8",145033104,145033743,"seqlm"
"chr7",158381023,158381884,"seqlm"
"chr4",123747533,123747750,"seqlm"
"chr5",140810051,140811102,"seqlm"
"chr6",30095136,30095258,"seqlm"
"chr7",96647021,96647888,"seqlm"
"chr4",41614397,41614958,"seqlm"
"chr11",71050337,71050535,"seqlm"
"chr15",89951787,89952272,"seqlm"
"chr1",146551565,146552552,"seqlm"
"chr15",63333476,63333846,"seqlm"
"chr22",37584018,37584441,"seqlm"
"chr19",18415538,18416001,"seqlm"
"chr7",156870822,156871234,"seqlm"
"chr20",55967503,55968294,"seqlm"
"chr7",22232412,22233206,"seqlm"
"chr19",2253398,2253854,"seqlm"
"chr7",96632294,96633726,"seqlm"
"chr12",106533667,106534276,"seqlm"
"chr7",120968877,120969079,"seqlm"
"chr6",30655870,30656070,"seqlm"
"chr11",134341208,134341419,"seqlm"
"chr7",128829615,128830440,"seqlm"
"chr14",70653719,70654290,"seqlm"
"chr5",169064071,169064660,"seqlm"
"chr16",79623618,79623900,"seqlm"
"chr3",159756648,159756793,"seqlm"
"chr12",89744662,89744877,"seqlm"
"chr6",31864106,31864574,"seqlm"
"chr1",50893469,50893984,"seqlm"
"chr9",1042202,1042770,"seqlm"
"chr9",139236663,139236777,"seqlm"
"chr6",33215649,33215838,"seqlm"
"chr2",109934728,109934860,"seqlm"
"chr3",139258822,139259435,"seqlm"
"chr1",204328377,204329307,"seqlm"
"chr11",111410935,111411076,"seqlm"
"chr1",110672769,110673319,"seqlm"
"chr2",241758282,241758805,"seqlm"
"chr10",119000215,119000638,"seqlm"
"chr10",73769127,73770523,"seqlm"
"chr5",38846698,38846973,"seqlm"
"chr17",7341616,7341936,"seqlm"
"chr13",36728869,36729247,"seqlm"
"chr1",9129487,9129791,"seqlm"
"chr10",103880979,103881480,"seqlm"
"chr19",1287576,1287884,"seqlm"
"chr1",161171211,161171632,"seqlm"
"chr4",11428822,11429689,"seqlm"
"chr7",35494118,35494808,"seqlm"
"chr1",112058236,112058750,"seqlm"
"chr17",39791696,39791766,"seqlm"
"chr6",33398923,33399151,"seqlm"
"chr17",74696737,74696872,"seqlm"
"chr1",2460761,2461929,"seqlm"
"chr3",184056553,184056843,"seqlm"
"chr22",37545924,37546124,"seqlm"
"chr9",36738765,36739781,"seqlm"
"chr6",32223076,32223341,"seqlm"
"chr20",35169380,35169594,"seqlm"
"chr19",10397612,10397780,"seqlm"
"chr1",246952215,246952508,"seqlm"
"chr3",35706038,35706161,"seqlm"
"chr16",31214417,31214607,"seqlm"
"chr17",79392689,79393583,"seqlm"
"chr11",70672858,70673256,"seqlm"
"chr7",157462914,157463355,"seqlm"
"chr11",86085366,86085694,"seqlm"
"chr8",140714489,140714610,"seqlm"
"chr9",129884026,129885730,"seqlm"
"chr15",45408574,45409319,"seqlm"
"chr16",1384626,1384722,"seqlm"
"chr20",39995649,39995747,"seqlm"
"chr16",68117991,68118822,"seqlm"
"chr7",116140128,116140593,"seqlm"
"chr10",3108651,3109053,"seqlm"
"chr4",2627014,2627142,"seqlm"
"chr11",46383031,46383209,"seqlm"
"chr7",1293599,1294013,"seqlm"
"chr16",31214134,31214401,"seqlm"
"chr2",121269292,121269372,"seqlm"
"chr16",3062349,3062975,"seqlm"
"chr22",43505892,43506033,"seqlm"
"chr1",32410211,32410678,"seqlm"
"chr1",20396560,20396750,"seqlm"
"chr10",95516861,95517463,"seqlm"
"chr15",60690667,60690974,"seqlm"
"chr8",82543035,82543285,"seqlm"
"chr19",51522767,51523159,"seqlm"
"chr12",54446944,54447807,"seqlm"
"chr7",72838601,72838776,"seqlm"
"chr6",21667166,21667815,"seqlm"
"chr1",55013419,55013709,"seqlm"
"chr2",122041650,122042345,"seqlm"
"chr2",25149622,25150051,"seqlm"
"chr2",73147814,73148229,"seqlm"
"chr4",55990582,55991202,"seqlm"
"chr5",11588971,11589049,"seqlm"
"chr6",44310228,44310640,"seqlm"
"chr19",11649122,11649462,"seqlm"
"chr20",62461159,62461539,"seqlm"
"chr22",18042550,18043745,"seqlm"
"chr6",30687221,30687707,"seqlm"
"chr1",180882287,180882681,"seqlm"
"chr12",95941869,95941988,"seqlm"
"chr14",80676274,80678613,"seqlm"
"chr4",40336255,40337300,"seqlm"
"chr17",55888454,55888548,"seqlm"
"chr2",73299145,73299297,"seqlm"
"chr4",41866309,41867462,"seqlm"
"chr7",54956202,54956598,"seqlm"
"chr22",46934089,46934981,"seqlm"
"chr7",143582308,143582630,"seqlm"
"chr10",94180383,94180753,"seqlm"
"chr17",45949677,45949878,"seqlm"
"chr1",27729801,27730185,"seqlm"
"chr6",30418773,30418847,"seqlm"
"chr2",74607470,74607600,"seqlm"
"chr12",102036140,102036563,"seqlm"
"chr3",129024601,129024712,"seqlm"
"chr7",27153944,27155234,"seqlm"
"chr13",27316791,27317381,"seqlm"
"chr6",10426310,10426657,"seqlm"
"chr15",43809486,43810131,"seqlm"
"chr15",74218697,74218921,"seqlm"
"chr10",14051679,14052028,"seqlm"
"chr3",193776092,193776240,"seqlm"
"chr7",51538921,51539190,"seqlm"
"chr3",58522689,58523373,"seqlm"
"chr7",42277807,42278096,"seqlm"
"chr11",61283872,61284417,"seqlm"
"chr14",21494071,21494269,"seqlm"
"chr6",10882927,10884314,"seqlm"
"chr21",44781686,44782497,"seqlm"
"chr3",170746029,170746291,"seqlm"
"chr16",73099917,73101264,"seqlm"
"chr16",10272021,10272788,"seqlm"
"chr7",102553293,102553457,"seqlm"
"chr1",178455800,178456270,"seqlm"
"chr6",1624978,1625574,"seqlm"
"chr11",70508113,70508659,"seqlm"
"chr10",101280750,101284535,"seqlm"
"chr7",129422439,129423354,"seqlm"
"chr9",100264941,100265181,"seqlm"
"chr1",156611963,156612436,"seqlm"
"chr15",93616894,93617080,"seqlm"
"chr1",43472972,43473460,"seqlm"
"chr12",110149962,110150261,"seqlm"
"chr16",68000829,68002044,"seqlm"
"chr5",71014736,71014857,"seqlm"
"chr22",51016638,51017162,"seqlm"
"chr11",63828346,63828762,"seqlm"
"chr17",2886250,2886453,"seqlm"
"chr16",66400395,66400599,"seqlm"
"chr1",200272112,200272215,"seqlm"
"chr1",1935048,1935445,"seqlm"
"chr8",23566799,23567658,"seqlm"
"chr22",37720647,37721305,"seqlm"
"chr19",33764284,33764550,"seqlm"
"chr1",969254,969744,"seqlm"
"chr16",3068014,3068128,"seqlm"
"chr5",77139964,77140808,"seqlm"
"chr2",133428652,133429299,"seqlm"
"chr1",156863129,156863643,"seqlm"
"chr7",2653955,2654420,"seqlm"
"chr14",22191827,22191888,"seqlm"
"chr16",57662008,57662690,"seqlm"
"chr2",121625208,121625735,"seqlm"
"chr17",71948430,71948613,"seqlm"
"chr2",121223534,121224009,"seqlm"
"chr9",120177700,120178198,"seqlm"
"chr19",58715577,58716032,"seqlm"
"chr4",113441703,113442804,"seqlm"
"chr10",18549536,18549778,"seqlm"
"chr8",54789207,54789978,"seqlm"
"chr11",2847258,2847642,"seqlm"
"chr20",2801711,2802307,"seqlm"
"chr14",38679643,38680855,"seqlm"
"chr1",203156246,203156764,"seqlm"
"chr19",52996083,52996617,"seqlm"
"chr12",125140105,125140249,"seqlm"
"chr3",119379220,119379792,"seqlm"
"chr1",116710943,116711339,"seqlm"
"chr16",11375073,11375385,"seqlm"
"chr10",112630738,112631258,"seqlm"
"chr5",122620929,122621289,"seqlm"
"chr16",1030561,1030619,"seqlm"
"chr7",150498205,150498843,"seqlm"
"chr3",68980539,68981011,"seqlm"
"chr3",13318410,13319638,"seqlm"
"chr15",75019070,75019302,"seqlm"
"chr12",122019110,122020166,"seqlm"
"chr11",68472905,68473004,"seqlm"
"chr19",35629576,35630355,"seqlm"
"chr7",97361026,97361759,"seqlm"
"chr17",35298199,35300645,"seqlm"
"chr5",114938389,114938459,"seqlm"
"chr6",44528793,44529157,"seqlm"
"chr12",54349169,54350294,"seqlm"
"chr11",117069479,117070485,"seqlm"
"chr14",24808987,24809297,"seqlm"
"chr4",42122106,42122161,"seqlm"
"chr6",27235820,27235891,"seqlm"
"chr8",42356127,42356871,"seqlm"
"chr7",129425330,129425932,"seqlm"
"chr1",46632581,46633153,"seqlm"
"chr20",43743736,43743967,"seqlm"
"chr19",36523405,36524058,"seqlm"
"chr6",29592854,29593382,"seqlm"
"chr19",11649571,11649701,"seqlm"
"chr1",2222440,2222674,"seqlm"
"chr7",134463017,134463703,"seqlm"
"chr1",3514921,3515194,"seqlm"
"chr5",140772182,140773864,"seqlm"
"chr2",114048932,114049041,"seqlm"
"chr12",111127139,111127804,"seqlm"
"chr8",49467831,49468341,"seqlm"
"chr11",14994179,14994755,"seqlm"
"chr19",13947284,13947914,"seqlm"
"chr16",25704296,25704507,"seqlm"
"chr12",124941781,124942176,"seqlm"
"chr4",41880604,41880987,"seqlm"
"chr12",85673221,85673347,"seqlm"
"chr11",2904951,2905372,"seqlm"
"chr3",46506104,46506864,"seqlm"
"chr2",42274082,42274619,"seqlm"
"chr1",40137966,40138052,"seqlm"
"chr7",117119601,117120064,"seqlm"
"chr17",56405967,56406294,"seqlm"
"chr17",42386190,42386419,"seqlm"
"chr4",4765299,4765389,"seqlm"
"chr5",145758586,145758881,"seqlm"
"chr3",186490344,186490777,"seqlm"
"chr1",20512397,20512796,"seqlm"
"chr7",96641456,96645019,"seqlm"
"chr17",41363737,41364007,"seqlm"
"chr3",195906436,195907142,"seqlm"
"chr19",49220235,49220485,"seqlm"
"chr8",144576604,144577238,"seqlm"
"chr8",141599141,141599356,"seqlm"
"chr6",32044104,32044869,"seqlm"
"chr5",59188112,59189120,"seqlm"
"chr15",41805273,41806141,"seqlm"
"chr15",29407792,29408145,"seqlm"
"chr3",64253534,64253803,"seqlm"
"chr19",50015523,50015975,"seqlm"
"chr7",157372255,157372332,"seqlm"
"chr1",41128874,41130641,"seqlm"
"chr6",28174875,28175446,"seqlm"
"chr11",27015808,27015991,"seqlm"
"chr7",24797486,24797786,"seqlm"
"chr19",1155030,1155184,"seqlm"
"chr7",96656358,96656936,"seqlm"
"chr5",172750923,172751331,"seqlm"
"chr12",54440773,54441509,"seqlm"
"chr3",126721131,126721586,"seqlm"
"chr4",141488964,141489114,"seqlm"
"chr16",3237964,3239458,"seqlm"
"chr16",29796373,29796798,"seqlm"
"chr1",1238797,1239999,"seqlm"
"chr10",21813501,21814388,"seqlm"
"chr2",97193006,97193688,"seqlm"
"chr6",36645100,36645648,"seqlm"
"chr15",90190822,90191316,"seqlm"
"chr17",53800225,53800554,"seqlm"
"chr11",61595956,61596755,"seqlm"
"chr19",46799505,46800064,"seqlm"
"chr5",171766029,171766566,"seqlm"
"chr4",13530923,13531213,"seqlm"
"chr9",123655887,123657221,"seqlm"
"chr1",35246223,35246759,"seqlm"
"chr17",34079987,34080240,"seqlm"
"chr7",134575187,134575306,"seqlm"
"chr5",191793,192103,"seqlm"
"chr1",159409207,159410002,"seqlm"
"chr15",83316911,83317632,"seqlm"
"chr2",131595107,131595321,"seqlm"
"chr19",14049018,14049578,"seqlm"
"chr2",119607379,119607636,"seqlm"
"chr5",45695839,45696206,"seqlm"
"chr1",20669724,20669975,"seqlm"
"chr9",72658358,72660082,"seqlm"
"chr2",240143798,240143979,"seqlm"
"chr16",3115053,3115286,"seqlm"
"chr17",41738893,41739246,"seqlm"
"chr2",237081650,237082393,"seqlm"
"chr14",67656029,67656241,"seqlm"
"chr21",22369802,22370046,"seqlm"
"chr21",34185927,34186122,"seqlm"
"chr8",142302158,142302390,"seqlm"
"chr4",41867517,41869348,"seqlm"
"chr10",30404617,30405328,"seqlm"
"chr3",127056837,127057149,"seqlm"
"chr2",45156642,45157613,"seqlm"
"chr4",6665672,6666009,"seqlm"
"chr1",33813321,33814006,"seqlm"
"chr4",54975677,54976184,"seqlm"
"chr12",58236712,58238232,"seqlm"
"chr6",138866865,138867125,"seqlm"
"chr20",50720331,50722613,"seqlm"
"chr11",85397109,85397684,"seqlm"
"chr8",86351018,86351195,"seqlm"
"chr10",105420831,105421480,"seqlm"
"chr6",30711164,30711655,"seqlm"
"chr12",103355326,103356060,"seqlm"
"chr3",185300576,185301563,"seqlm"
"chr11",46317036,46317577,"seqlm"
"chr5",77253544,77253833,"seqlm"
"chr14",24540452,24541377,"seqlm"
"chr12",8025394,8025861,"seqlm"
"chr6",31842575,31843465,"seqlm"
"chr8",70984199,70984559,"seqlm"
"chr5",172669916,172670879,"seqlm"
"chr6",30649909,30652202,"seqlm"
"chr8",49468684,49468941,"seqlm"
"chr21",47716443,47718080,"seqlm"
"chr20",9496556,9497330,"seqlm"
"chr22",39712956,39713062,"seqlm"
"chr6",31734192,31734580,"seqlm"
"chr12",121678474,121678720,"seqlm"
"chr5",149867965,149868855,"seqlm"
"chr17",75318882,75320035,"seqlm"
"chr3",125899915,125900108,"seqlm"
"chr7",74064549,74064585,"seqlm"
"chr16",3085246,3085515,"seqlm"
"chr2",239140032,239140318,"seqlm"
"chr1",6260181,6260360,"seqlm"
"chr2",97308417,97308580,"seqlm"
"chr10",44162781,44163270,"seqlm"
"chr7",96636192,96637152,"seqlm"
"chr2",45171621,45172169,"seqlm"
"chr1",38412519,38412744,"seqlm"
"chr11",109292789,109293216,"seqlm"
"chr14",38724648,38724945,"seqlm"
"chr6",31683051,31683352,"seqlm"
"chr4",141391053,141391254,"seqlm"
"chr17",1665220,1665303,"seqlm"
"chr1",150779776,150781434,"seqlm"
"chr3",158450208,158450590,"seqlm"
"chr4",4862184,4863016,"seqlm"
"chr6",168665146,168665455,"seqlm"
"chr20",21080692,21082942,"seqlm"
"chr17",56082780,56082885,"seqlm"
"chr4",71587640,71587904,"seqlm"
"chr15",102009856,102010195,"seqlm"
"chr1",208132388,208132787,"seqlm"
"chr3",50378191,50378664,"seqlm"
"chr11",70672511,70672841,"seqlm"
"chr20",25129296,25129562,"seqlm"
"chr11",67407505,67408159,"seqlm"
"chr16",70759914,70760142,"seqlm"
"chr5",38445522,38446192,"seqlm"
"chr7",90895894,90896701,"seqlm"
"chr17",75445905,75446661,"seqlm"
"chr10",102905681,102906057,"seqlm"
"chr16",57505058,57506917,"seqlm"
"chr16",27461333,27461638,"seqlm"
"chr11",70507825,70508110,"seqlm"
"chr1",233248709,233249267,"seqlm"
"chr7",2548137,2548991,"seqlm"
"chr6",31625421,31626080,"seqlm"
"chr12",81109337,81111012,"seqlm"
"chr1",160084263,160085132,"seqlm"
"chr14",24803679,24804342,"seqlm"
"chr12",125033803,125034283,"seqlm"
"chr19",49238364,49238653,"seqlm"
"chr4",113430381,113430989,"seqlm"
"chr4",961505,962124,"seqlm"
"chr3",51996797,51997033,"seqlm"
"chr3",137833494,137833675,"seqlm"
"chr2",118593478,118594304,"seqlm"
"chr11",844390,844686,"seqlm"
"chr17",7348316,7348327,"seqlm"
"chr1",50883013,50884480,"seqlm"
"chr5",115298704,115299475,"seqlm"
"chr1",147781827,147782472,"seqlm"
"chr1",173176362,173176523,"seqlm"
"chr1",221509067,221509802,"seqlm"
"chr1",119548527,119549312,"seqlm"
"chr5",139525919,139526226,"seqlm"
"chr7",129424539,129424943,"seqlm"
"chr5",178957598,178957930,"seqlm"
"chr6",30095341,30095549,"seqlm"
"chr17",73083692,73084494,"seqlm"
"chr6",32977217,32977400,"seqlm"
"chr2",45159894,45161107,"seqlm"
"chr6",34984836,34984953,"seqlm"
"chr15",66546648,66546713,"seqlm"
"chr11",111847475,111847747,"seqlm"
"chr12",120242394,120242513,"seqlm"
"chr4",1027885,1027974,"seqlm"
"chr17",79484403,79485043,"seqlm"
"chr10",70321383,70321580,"seqlm"
"chr7",96625586,96628963,"seqlm"
"chr16",31482618,31483285,"seqlm"
"chr6",31831340,31831532,"seqlm"
"chr7",128432231,128432457,"seqlm"
"chr4",183062301,183062576,"seqlm"
"chr1",85464000,85464261,"seqlm"
"chr19",51231840,51232007,"seqlm"
"chr12",104852047,104852446,"seqlm"
"chr8",49340641,49341022,"seqlm"
"chr22",50737978,50738550,"seqlm"
"chr10",29923736,29924694,"seqlm"
"chr20",642436,642782,"seqlm"
"chr6",28058724,28059208,"seqlm"
"chr4",37978666,37978758,"seqlm"
"chr2",216299448,216300292,"seqlm"
"chr11",118475984,118477055,"seqlm"
"chr6",30657882,30658014,"seqlm"
"chr5",75919188,75919281,"seqlm"
"chr7",157561786,157561925,"seqlm"
"chr6",32977580,32977708,"seqlm"
"chr5",155753616,155754265,"seqlm"
"chr5",1553051,1553224,"seqlm"
"chr11",57232331,57232742,"seqlm"
"chr17",70215735,70216332,"seqlm"
"chr17",76975944,76976357,"seqlm"
"chr2",71134524,71134936,"seqlm"
"chr1",157670220,157670710,"seqlm"
"chr1",40105079,40105664,"seqlm"
"chr14",94984308,94984530,"seqlm"
"chr1",111217785,111218287,"seqlm"
"chr12",124780809,124781038,"seqlm"
"chr6",28677112,28677698,"seqlm"
"chr2",241975756,241976080,"seqlm"
"chr5",140788504,140789745,"seqlm"
"chr1",23697506,23698143,"seqlm"
"chr1",9380756,9381431,"seqlm"
"chr2",68545960,68546038,"seqlm"
"chr6",28956719,28956804,"seqlm"
"chr1",153670787,153671011,"seqlm"
"chr8",57360586,57360738,"seqlm"
"chr14",77504478,77505182,"seqlm"
"chr19",46286064,46286683,"seqlm"
"chr2",85811292,85812023,"seqlm"
"chr4",20256326,20257590,"seqlm"
"chr8",30243241,30245145,"seqlm"
"chr2",99553406,99553642,"seqlm"
"chr3",5027597,5028410,"seqlm"
"chr10",46993210,46993515,"seqlm"
"chr2",162282922,162284644,"seqlm"
"chr9",79631227,79632225,"seqlm"
"chr10",134597884,134598496,"seqlm"
"chr19",10231566,10231711,"seqlm"
"chr4",780591,781041,"seqlm"
"chr2",47716097,47717244,"seqlm"
"chr3",142683069,142683329,"seqlm"
"chr8",11536969,11537430,"seqlm"
"chr13",28544592,28544814,"seqlm"
"chr7",100770060,100770476,"seqlm"
"chr8",108510286,108510314,"seqlm"
"chr19",39465821,39467258,"seqlm"
"chr19",3636647,3637617,"seqlm"
"chr12",100750473,100751051,"seqlm"
"chr1",244094869,244094935,"seqlm"
"chr21",45177538,45178331,"seqlm"
"chr11",105481509,105481863,"seqlm"
"chr17",43862910,43863000,"seqlm"
"chr17",32484008,32484035,"seqlm"
"chr15",86315115,86315211,"seqlm"
"chr12",34261006,34261436,"seqlm"
"chr1",110933248,110933767,"seqlm"
"chr3",25468324,25469720,"seqlm"
"chr1",10764512,10764896,"seqlm"
"chr9",135036217,135036868,"seqlm"
"chr4",88450506,88451496,"seqlm"
"chr12",133056857,133057193,"seqlm"
"chr17",73583839,73584617,"seqlm"
"chr4",154709441,154710826,"seqlm"
"chr16",66612955,66613096,"seqlm"
"chr1",66998806,66999813,"seqlm"
"chr19",3364015,3365137,"seqlm"
"chr15",99069041,99069100,"seqlm"
"chr12",54320564,54321302,"seqlm"
"chr3",37494403,37495654,"seqlm"
"chr11",34517541,34517751,"seqlm"
"chr2",209054670,209055151,"seqlm"
"chr2",172972681,172973195,"seqlm"
"chr10",102589840,102590401,"seqlm"
"chr1",228657381,228657762,"seqlm"
"chr5",172671754,172673098,"seqlm"
"chr5",148442694,148442890,"seqlm"
"chr4",41875193,41875784,"seqlm"
"chr17",40439433,40439628,"seqlm"
"chr16",85320035,85320156,"seqlm"
"chr13",113496400,113497324,"seqlm"
"chr5",101632310,101632341,"seqlm"
"chr6",42892994,42893167,"seqlm"
"chr1",110210265,110210684,"seqlm"
"chr5",5033993,5034303,"seqlm"
"chr6",29595002,29595349,"seqlm"
"chr11",64814948,64815744,"seqlm"
